Expr1000,ITEMDESCRIPTION,ITEMUNITE,ITEMSPECIFICATIONNO,ITEMBASICRATE,LABOURRATE
I No:2-15 / Pg No:24,"Excavation for roadway in hard rock by controlled blasting including dressing section to the required grade, camber and side slopes and conveying the excavated materials with all lifts upto a lead of 50m. and spreading for embankment or stocking as directed.",Cu.Mt.,MORTH 301,250,25
I No:2-16 / Pg No:24,"Excavation for roadway in hard rock by wedging & chiselling or line drilling including dressing section to the required grade, camber and side slopes and conveying the excavated materials with all lifts upto a lead of 50m. and spreading for embankment or stacking as directed.",Cu.Mt.,MORTH 301,1419,400
I No:2-17 / Pg No:24,This Item is DELETED --Excavation for catch / side water gutter in all sorts of soils to the specified section including stacking the excavated stuff in a regular bund and disposing of unsuitable or excess stuff as directed.,Cu.Mt.,MORTH 309,0,0
I No:2-18 / Pg No:24,Excavation for catch / side water gutter in all sorts of soils to the specified section including stacking the excavated stuff in a regular bund and disposing of unsuitable or excess stuff as directed all sorts of soils.,Cu.Mt.,MORTH 309,119,7
I No:2-19 / Pg No:24,This Item is DELETED --Excavation for catch / side water gutter in Hard murum strata to the specified section including stacking the excavated stuff in a regular bund and disposing of unsuitable or excess stuff as directed.,Cu.Mt.,MORTH 309,0,0
I No:2-20 / Pg No:24,Excavation for catch / side water gutter in Hard murum strata to the specified section including stacking the excavated stuff in a regular bund and disposing of unsuitable or excess stuff as directed.,Cu.Mt.,MORTH 309,139,7
I No:2-21 / Pg No:24,Excavation for catch / side water gutter in Soft rock strata to the specified section including stacking the excavated stuff in a regular bund and disposing of unsuitable or excess stuff as directed.,Cu.Mt.,MORTH 309,208,22
I No:2-22 / Pg No:24,Excavation for catch / side water gutters in  Hard rock strata to the specified section including stacking the excavated stuff in a regular bund by chiselling and wedging and disposing of unsuitable or excess stuff as directed.,Cu.Mt.,MORTH 309,1419,400
I No:2-23 / Pg No:24,"Watering & compacting of embankment formed of materials obtained from the road cutting within a lead of 50 m, not less than 97 % of standard Proctor density after laying them in layers of 20 cm. to 30 cm. with vibratory roller.",Cu.Mt.,MORTH 305,91,4
I No:2-24 / Pg No:24,"Watering & compacting of embankment formed of materials obtained from the road cutting within a lead of 50 m, not less than 97% of standard Proctor density after laying them in layers of 20 cm. to 30 cm. with Power roller.",Cu.Mt.,MORTH 305,79,4
I No:2-25 / Pg No:24,"Conveying materials obtained from road cutting including all lifts, laying in layers of 20cm to 30cm. breaking clods, dressing to the required lines, curves, grades and section, watering and compacting to not less than 97% of standard Proctor density for a lead of over 50m. to 300m. inclusive from the site of excavation to the site of deposition as directed.",Cu.Mt.,MORTH 305,195,89
I No:2-26 / Pg No:25,"Conveying materials obtained from road cutting including all lifts, laying in layers of 20cm. to 30cm. breaking clods, dressing to the required lines, curves, grades and section, watering and compacting to not less than 97% of standard proctor density for a lead of 300m. to 500m. inclusive, from the site of excavation to the site of deposition as directed.",Cu.Mt.,MORTH 305,393,208
I No:2-27 / Pg No:25,"Providing earth work in embankment with approved materials obtained from departmental land upto lead of 50m. including all lifts, laying in layers of 20cm. to 30cm. thickness breaking clods, dressing to the required lines, curves, grades & section, watering and compaction with vibratory roller to achieve not less than 97 % of standard proctor density etc. complete. (Material obtained from departmental Land)",Cu.Mt.,MORTH 305,225,8
I No:2-28 / Pg No:25,"Providing earth work in embankment with approved materials obtained from other sources upto lead of 50m. including all lifts, laying in layers of 20cm. to 30cm. thickness breaking clods, dressing to the required lines, curves, grades & section, watering and compaction with vibratory roller with V-Sat attachment to achieve not less than 97 % of standard proctor density etc. complete ( Material obtained from Other sources)",Cu.Mt.,MORTH 305,757,8
I No:2-29A / Pg No:25,"Supplying hard murum/ kankar at the road site, including conveying and stacking complete.",Cu.Mt.,MORTH 408,435,53
I No:2-29B / Pg No:25,"Supplying soft murum at the road site, including conveying and stacking complete.",Cu.Mt.,MORTH 408,432,53
I No:2-30 / Pg No:25,Spreading hard murum/ soft murrum/ gravel or kankar for side width complete,Cu.Mt.,MORTH 408,79,79
I No:2-31 / Pg No:25,Compacting the hard murum side widths including laying in layers on each side with vibratory roller including artificial watering etc. complete.,Sq.Mt.,MORTH 408,21,4
I No:2-32 / Pg No:25,Picking the road surface including sectioning etc. complete (WBM surface.),Sq.Mt.,MORTH 404,31,13
I No:2-33 / Pg No:25,Picking the road surface including sectioning etc. complete (BT surface.),Sq.Mt.,MORTH 501,44,13
I No:2-34 / Pg No:25,"Providing dry rubble stone pitching 23 cm (about 9 ) thick including all material, quarry spalls, labour etc. complete.",Sq.Mt.,MORTH 2504,413,115
I No:2-35 / Pg No:25,"Providing, laying and spreading soil on a prepared sub grade, pulverizing, mixing the spread soil in place with rotavator with 3 per cent slaked lime with minimum content of 70 per cent of CaO, grading with motor grader and compacting with the road roller at OMC to achieve at least 98 per cent of the max dry density to form a layer of sub base.",Cu.Mt.,MORTH 402,596,31
I No:2-36 / Pg No:26,"Providing, laying and spreading soil on a prepared sub grade, pulverizing, adding the designed quantity of cement to the spread soil, mixing in place with rotavator, grading with the motor grader and compacting with the road roller at OMC to achieve the desired unconfined compressive strength and to form a layer of sub-base/base.",Cu.Mt.,MORTH 402,818,31
I No:2-37 / Pg No:26,"Laying and spreading available soil in the sub-grade on a prepared surface, pulverizing, mixing the spread soil in place with rotavator with 3 per cent slaked lime having minimum content of 70 per cent of CaO, grading with motor grader and compacting with the road roller at OMC to the desired density to form a layer of improved sub grade.",Cu.Mt.,MORTH 402,536,23
I No:2-38 / Pg No:26,"This Item is DELETED --Laying and spreading available soil in the sub-grade on a prepared surface, pulverizing, mixing the spread soil in place with rotavator with 3 per cent slaked lime having minimum content of 70 per cent of CaO, grading with motor grader and compacting with the road roller at OMC to the desired density to form a layer of improved sub grade -- By Manual Means",Cu.Mt.,MORTH 402,0,0
I No:2-39 / Pg No:26,"Construction of embankment with Flyash conforming to table 1 of IRC: SP: 58 - 2001 obtained from coal or lignite burning thermal power stations as waste material, spread and compacted in layer of 200mm thickness each at OMC, all as specified in IRC: SP: 58-2001 and as per approved plans.",Cu.Mt.,MORTH 403,156,9
I No:3-01 / Pg No:27,"Construction of granular sub-base by providing close graded Material, mixing in a mechanical mix plant at OMC, carriage of mixed Material to work site, spreading in uniform layers with motor grader on prepared surface and compacting with vibratory power roller to achieve the desired density, complete as per clause 401 -- Plant Mix Method and Grading - I Material",Cu.Mt.,MORTH 401,2039,36
I No:3-02 / Pg No:27,"Construction of granular sub-base by providing close graded Material, mixing in a mechanical mix plant at OMC, carriage of mixed Material to work site, spreading in uniform layers with motor grader on prepared surface and compacting with vibratory power roller to achieve the desired density, complete as per clause 401 -- Plant Mix Method and Grading - II Material",Cu.Mt.,MORTH 401,2039,36
I No:3-03 / Pg No:27,"Construction of granular sub-base by providing close graded Material, mixing in a mechanical mix plant at OMC, carriage of mixed Material to work site, spreading in uniform layers with motor grader on prepared surface and compacting with vibratory power roller to achieve the desired density, complete as per clause 401-- Plant Mix Method and Grading - III Material",Cu.Mt.,MORTH 401,2039,36
I No:3-04 / Pg No:27,"Construction of granular sub-base by providing close graded material, spreading in uniform layers with motor grader on prepared surface, mixing by mix in place method with rotavator at OMC, and compacting with vibratory roller to achieve the desired density, complete as per clause 401 -- By Mix in Place Method and Grading - I Material",Cu.Mt.,MORTH 401,1804,32
